g4j,qa_f1_score,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_precision,bertscore_recall,best_subspan_em
39.12386706948641,19.439945020534786,4.566804999620976,19.849775613916755,9.95280698745216,18.764429402760168,18.752315277000047,85.42641757538192,84.57924310654433,86.34977426833856,2492.4471299093657
